upedonid,MO,MOGr,LU,MOGrLU,rcasiteid,upedon,Sample_count,SOCstock5,SOCstock30,SOCstock100,total_thickness,SOC_count,Lab_count,Depth_to_R,Non-R_SampleCount,SOC_thickness,USE,RaCA_Id,Gen_lat,Gen_long
S10TX415001,9,906,C,0906C,C0906C10,C0906C101,6,4.702884510743,26.3631659426231,49.5976827972262,203,5,6,,6,117,100.0,C0906C10,32.75,-100.8
S10TX2178036,9,906,C,0906C,C0906C11,C0906C111,6,6.6322524687453095,28.485894021617604,63.988254996044596,162,4,6,,6,128,100.0,C0906C11,31.93,-96.97
S10TX253001,9,906,C,0906C,C0906C12,C0906C121,5,7.4637443296095505,29.3194170082052,84.2472390025097,203,3,5,,5,102,100.0,C0906C12,32.95,-99.99
S11TX2070001,9,906,C,0906C,C0906C14,C0906C141,5,2.92127603161423,22.9849389387945,32.5063286452785,203,4,5,,5,135,100.0,C0906C14,32.96,-99.63
S11TX065001,9,906,C,0906C,C0906C15,C0906C151,6,8.23248142422213,39.136937426035,71.0927268283735,203,5,6,,6,100,100.0,C0906C15,35.21,-101.22
C0906C18-1,9,906,C,0906C,C0906C18,C0906C181,7,6.47465826754413,35.454413895655996,83.67482895392591,186,5,7,,7,118,100.0,C0906C18,31.33,-96.88
S10TX415006,9,906,C,0906C,C0906C22,C0906C221,6,4.20921209340445,26.1542286378927,60.6899241898098,203,5,6,,6,118,100.0,C0906C22,32.72,-100.79
C0906F01-1,9,906,F,0906F,C0906F01,C0906F011,7,54.3201229303825,118.34042235818998,216.06416904628503,135,6,7,,7,100,100.0,C0906F01,36.26,-96.65
S10TX0218001,9,906,F,0906F,C0906F04,C0906F041,10,18.986387105387102,36.8525982046441,68.95669635556341,203,7,10,,10,103,100.0,C0906F04,30.0,-97.23
S11TX6108076,9,906,F,0906F,C0906F05,C0906F051,6,19.646059372237602,55.756545825366494,104.942742305728,203,5,6,,6,145,100.0,C0906F05,33.3,-95.34
S11LA0010006,9,906,F,0906F,C0906F07,C0906F071,8,20.3057694038495,37.623522954986704,62.0867659607547,200,6,8,,8,112,100.0,C0906F07,30.28,-92.34
S11TX6108106,9,906,F,0906F,C0906F09,C0906F091,6,15.6525342694996,26.7498065794666,55.4442204486096,203,4,6,,6,122,100.0,C0906F09,32.84,-95.71
S10OK0955001,9,906,P,0906P,C0906P01,C0906P011,7,34.517310836777895,97.0685882205156,169.914698437101,200,5,7,,7,117,100.0,C0906P01,34.15,-96.67
S11TX1238011,9,906,P,0906P,C0906P03,C0906P031,7,13.7711572299793,48.788880916483706,100.50180429510799,227,6,7,,7,104,100.0,C0906P03,29.29,-97.23
S11OK0990001,9,906,P,0906P,C0906P04,C0906P041,6,21.294779110636803,66.372374209941,141.792807664051,203,4,6,,6,110,100.0,C0906P04,34.54,-97.04
S11TX1970001,9,906,P,0906P,C0906P06,C0906P061,4,20.715388646599102,42.2837331390672,63.476482292829,80,4,4,,4,80,100.0,C0906P06,34.37,-99.87
S11TX6038096,9,906,P,0906P,C0906P10,C0906P101,6,15.519526285673,47.1482425961974,103.73335889692,203,4,6,,6,120,100.0,C0906P10,33.22,-95.24
S11OK0190006,9,906,R,0906R,C0906R01,C0906R011,5,14.2517325015964,56.8234135353263,137.326262493688,152,4,5,,5,105,100.0,C0906R01,34.39,-97.37
S11OK0990006,9,906,R,0906R,C0906R04,C0906R041,6,21.6974273956852,52.1852876830146,110.04776515535299,203,4,6,,6,105,100.0,C0906R04,34.53,-96.99
S11TX4931001,9,906,R,0906R,C0906R05,C0906R051,8,5.139157157561519,22.576019381212898,78.8928950017413,145,6,8,,8,130,100.0,C0906R05,29.16,-97.83
S10NM021001,9,906,R,0906R,C0906R06,C0906R061,5,8.58386223039526,29.1670626785081,30.6281231008419,200,5,5,,5,200,100.0,C0906R06,36.19,-104.29
S10TX0190001,9,906,R,0906R,C0906R07,C0906R071,7,23.214313761691,84.60323797946859,126.64355362975,123,6,7,123.0,6,123,100.0,C0906R07,29.74,-98.97
S10NM007001,9,906,R,0906R,C0906R09,C0906R091,5,23.758182450524,71.70760294504291,127.060437718318,127,5,5,,5,127,100.0,C0906R09,36.55,-104.63
S2011TX337001,9,906,R,0906R,C0906R10,C0906R101,5,10.8764684558059,45.645405423023796,80.50900550282341,128,4,5,,5,104,100.0,C0906R10,33.71,-97.8
S10TX417001,9,906,R,0906R,C0906R11,C0906R111,5,16.0799540193573,59.690403011163,104.76855739543501,203,4,5,,5,155,100.0,C0906R11,32.87,-99.6
S2011TX077001,9,906,R,0906R,C0906R13,C0906R131,4,12.0149712565805,31.893065802298,74.8494193359543,200,4,4,,4,200,100.0,C0906R13,33.57,-98.23
S10NM059006,9,906,R,0906R,C0906R14,C0906R141,4,11.3015374058924,38.55402503128129,81.49809207624129,200,4,4,,4,200,100.0,C0906R14,36.42,-103.14
S10TX433001,9,906,R,0906R,C0906R16,C0906R161,6,10.5991221566527,35.7352222303232,73.37637344345251,100,6,6,,6,100,100.0,C0906R16,32.97,-100.26
C0906R17-1,9,906,R,0906R,C0906R17,C0906R171,8,23.4356086146598,70.6618761402215,159.954620386843,203,4,8,,8,113,100.0,C0906R17,29.83,-96.01
S11TX1690001,9,906,R,0906R,C0906R18,C0906R181,3,14.8488714879914,35.4313389869191,74.48274064277821,110,3,3,,3,110,100.0,C0906R18,33.04,-101.31
S10TX0770006,9,906,R,0906R,C0906R19,C0906R191,7,6.86521435880147,21.0707292829996,39.980975348365,152,6,7,,7,137,100.0,C0906R19,33.52,-98.22
S11OK0490006,9,906,R,0906R,C0906R20,C0906R201,3,12.661436774962402,35.4044367520442,38.236037586595,50,3,3,24.0,2,50,100.0,C0906R20,34.58,-97.32
S11OK0490016,9,906,R,0906R,C0906R22,C0906R221,6,6.95458968741535,32.2128854778489,50.97741625876311,160,4,6,,6,135,100.0,C0906R22,34.67,-96.94
S10NM033001,9,906,R,0906R,C0906R23,C0906R231,6,8.89849593207381,44.7775485992973,94.6586830587822,200,4,6,,6,116,100.0,C0906R23,35.96,-105.21
C0906R25-1,9,906,R,0906R,C0906R25,C0906R251,5,11.270967110188598,39.5901484987475,55.641401361966295,62,4,5,47.0,4,47,100.0,C0906R25,31.03,-99.01
S11TX2938161,9,906,R,0906R,C0906R29,C0906R291,8,23.114244295882102,44.102185804795106,107.630160981503,203,5,8,,8,130,100.0,C0906R29,31.45,-96.55
C0906R30-1,9,906,R,0906R,C0906R30,C0906R301,7,12.483680174010802,39.3748849863726,99.460633377915,203,5,7,,7,105,100.0,C0906R30,28.56,-97.09
S10NM007006,9,906,R,0906R,C0906R31,C0906R311,4,29.0881052965665,113.46251336036,160.257773584208,224,4,4,,4,224,100.0,C0906R31,36.35,-104.88
C0906X03-1,9,906,X,0906X,C0906X03,C0906X031,6,6.238542978499369,31.3679579858566,64.7813144954475,197,5,6,,6,119,100.0,C0906X03,35.75,-102.14
S10TX125001,9,906,X,0906X,C0906X04,C0906X041,6,8.63371712044365,26.4483103554593,55.54884129886211,212,4,6,,6,112,100.0,C0906X04,33.47,-100.8
S11TX359001,9,906,X,0906X,C0906X06,C0906X061,5,7.1338148467626,34.054755841973,61.574554331423904,203,5,5,,5,203,100.0,C0906X06,35.24,-102.73
S11TX1510006,9,906,X,0906X,C0906X07,C0906X071,6,8.69001330989692,42.0426798986923,92.2486680025312,203,5,6,,6,101,100.0,C0906X07,32.65,-100.16
S11TX065006,9,906,X,0906X,C0906X09,C0906X091,6,13.1197667675696,43.599385692474605,65.0917427759792,203,5,6,,6,152,100.0,C0906X09,35.46,-101.11
S10LA0190049,9,907,C,0907C,C0907C02,C0907C021,6,6.88321044428142,31.378940771696897,39.729005964379,203,5,6,,6,109,100.0,C0907C02,30.22,-93.04
C0907C03-1,9,907,C,0907C,C0907C03,C0907C031,5,14.5121779890902,55.72625554631271,102.663157764809,203,4,5,,5,104,100.0,C0907C03,29.04,-96.43
C0907C05-1,9,907,C,0907C,C0907C05,C0907C051,6,3.94587989004508,11.2357764812994,37.288568471652205,203,5,6,,6,134,100.0,C0907C05,29.4,-96.48
S10LA0970018,9,907,C,0907C,C0907C06,C0907C061,8,6.38227255302912,23.378969910310897,40.4410226109323,218,6,8,,8,138,100.0,C0907C06,30.49,-92.45
C0907C11-1,9,907,C,0907C,C0907C11,C0907C111,6,14.893859275335199,55.6784598764573,100.692080678462,203,4,6,,6,109,100.0,C0907C11,29.73,-94.63
S10LA0110011,9,907,F,0907F,C0907F01,C0907F011,5,8.383647607798709,26.6263702795816,56.1400647970659,200,4,5,,5,110,100.0,C0907F01,30.68,-93.27
S10LA1130014,9,907,F,0907F,C0907F02,C0907F021,7,27.746790619341397,55.741309988328894,80.7115526974199,203,6,7,,7,155,100.0,C0907F02,29.89,-92.29
C0907F04-1,9,907,F,0907F,C0907F04,C0907F041,7,33.5004026440003,54.942273522195904,84.06479062135759,203,5,7,,7,105,100.0,C0907F04,30.02,-95.36
S10LA0110006,9,907,F,0907F,C0907F06,C0907F061,4,15.8180274177214,32.0888482564152,48.7202077415148,103,3,4,,4,103,100.0,C0907F06,30.56,-93.5
S11LA0110001,9,907,F,0907F,C0907F10,C0907F101,5,8.365086480995929,23.0687809208391,29.518443685835198,100,5,5,,5,100,100.0,C0907F10,30.8,-93.39
C0907P01-1,9,907,P,0907P,C0907P01,C0907P011,6,17.6414345178961,32.8835341711266,85.127025244239,203,4,6,,6,100,100.0,C0907P01,29.51,-96.41
C0907P03-1,9,907,P,0907P,C0907P03,C0907P031,8,12.3860151284766,23.867388733375396,36.1235427583568,200,6,8,,8,146,100.0,C0907P03,36.47,-98.32
S11LA0230001,9,907,P,0907P,C0907P04,C0907P041,5,25.36278581602,40.0155654146566,50.8337296366971,200,4,5,,5,107,100.0,C0907P04,29.79,-93.1
S10LA0010012,9,907,P,0907P,C0907P05,C0907P051,6,26.357950811097197,65.7197843036939,98.1375621659648,203,5,6,,6,142,100.0,C0907P05,30.26,-92.44
C0907P06-1,9,907,P,0907P,C0907P06,C0907P061,6,14.624663849040198,45.441661147469596,104.857265491959,207,4,6,,6,110,100.0,C0907P06,30.15,-94.5
C0907P10-1,9,907,P,0907P,C0907P10,C0907P101,6,8.463900855191339,47.9042390780308,105.76616854882799,203,4,6,,6,105,100.0,C0907P10,29.12,-95.45
C0907R01-1,9,907,R,0907R,C0907R01,C0907R011,5,11.341157326563001,34.781263375384995,96.300470154466,203,4,5,,5,122,100.0,C0907R01,28.64,-96.09
S10TX2491006,9,907,R,0907R,C0907R03,C0907R031,7,10.4390408382896,46.9552220189962,83.9939948255436,203,5,7,,7,105,100.0,C0907R03,27.98,-98.15
C0907R04-1,9,907,R,0907R,C0907R04,C0907R041,4,14.7840183188958,31.770440804132,59.1353040789184,203,3,4,,4,121,100.0,C0907R04,28.29,-97.36
C0907R05-1,9,907,R,0907R,C0907R05,C0907R051,4,3.09615329407606,8.36918715734105,36.954442947402704,203,4,4,,4,203,100.0,C0907R05,29.4,-96.59
S10TX2491001,9,907,R,0907R,C0907R07,C0907R071,5,20.3925178162742,47.4608419796696,74.2742491420546,179,5,5,,5,179,100.0,C0907R07,27.93,-97.98
C0907W02-1,9,907,W,0907W,C0907W02,C0907W021,7,13.7249995000928,56.576882362201204,123.407099049001,203,5,7,,7,117,100.0,C0907W02,29.82,-94.44
S11LA0230021,9,907,W,0907W,C0907W05,C0907W051,7,45.4822317681649,93.91653541645121,140.800831404072,203,6,7,,7,130,100.0,C0907W05,29.97,-93.38
S11LA1130021,9,907,W,0907W,C0907W06,C0907W061,7,22.997974728665298,46.5908597682018,72.94438993816941,200,6,7,,7,148,100.0,C0907W06,29.88,-92.41
S11TX445001,9,907,X,0907X,C0907X01,C0907X011,7,7.641528888104191,21.3304654227524,57.0267356912469,203,5,7,,7,121,100.0,C0907X01,33.01,-102.54
S10OK0138066,9,907,X,0907X,C0907X02,C0907X021,8,20.4526548548816,67.3483703293422,133.05317908242202,203,6,8,,8,126,100.0,C0907X02,33.95,-96.29
S11TX115006,9,907,X,0907X,C0907X03,C0907X031,6,17.701413108001002,77.8185063133787,98.11190751400271,203,5,6,,6,100,100.0,C0907X03,32.57,-102.05
S10LA0110021,9,907,X,0907X,C0907X04,C0907X041,6,17.1838407614571,38.2556340719452,59.840278434138405,200,4,6,,6,123,100.0,C0907X04,30.75,-93.4
S11NM057011,9,908,C,0908C,C0908C01,C0908C011,4,2.50804003845127,22.0677225573348,50.815019459963295,130,4,4,,4,130,100.0,C0908C01,34.67,-106.12
S10TX173001,9,908,C,0908C,C0908C02,C0908C021,4,3.2887278265534703,24.5107194199778,32.775242513108104,40,3,4,40.0,4,40,100.0,C0908C02,31.66,-101.55
S11TX317006,9,908,C,0908C,C0908C06,C0908C061,4,7.261607583639639,29.4164519484408,30.230240091615702,31,3,4,31.0,4,31,100.0,C0908C06,32.26,-102.03
S11NM011006,9,908,C,0908C,C0908C07,C0908C071,4,3.1249307755153595,18.5277986673547,35.8547217387822,200,4,4,,4,200,100.0,C0908C07,34.61,-104.26
S11TX305006,9,908,C,0908C,C0908C08,C0908C081,4,2.60502274088394,21.2778427385527,21.2778427385527,50,3,4,29.0,4,29,100.0,C0908C08,32.99,-101.66
S11NM025016,9,908,C,0908C,C0908C09,C0908C091,4,8.81292278220231,36.450483657095205,54.05252713711351,48,3,4,48.0,4,48,100.0,C0908C09,32.79,-103.35
S11NM041001,9,908,R,0908R,C0908R01,C0908R011,3,6.64662740556328,26.299913988589,26.299913988589,50,2,3,19.0,3,19,100.0,C0908R01,33.91,-103.59
S11NM057006,9,908,R,0908R,C0908R02,C0908R021,5,5.93429543826389,29.166660943200498,52.629965708433,130,5,5,,5,130,100.0,C0908R02,34.83,-106.12
S11NM025011,9,908,R,0908R,C0908R03,C0908R031,3,10.0085797546881,30.642847404882602,30.642847404882602,17,3,3,10.0,3,17,100.0,C0908R03,32.97,-103.33
S11NM025026,9,908,R,0908R,C0908R05,C0908R051,2,6.3452843006960595,8.883398020974491,8.883398020974491,50,1,2,7.0,2,7,100.0,C0908R05,32.65,-103.27
S11NM025006,9,908,R,0908R,C0908R07,C0908R071,3,7.16927903475283,14.108710755443198,14.108710755443198,11,2,3,11.0,3,11,100.0,C0908R07,33.33,-103.47
S10TX2350006,9,908,R,0908R,C0908R08,C0908R081,4,8.6649825762062,63.0857486328595,112.53862573746001,69,3,4,69.0,4,69,100.0,C0908R08,31.31,-101.14
S10TX105006,9,908,R,0908R,C0908R09,C0908R091,4,9.081490554079119,41.1076242517082,237.314900508933,100,4,4,,4,100,100.0,C0908R09,30.82,-101.47
S11NM037006,9,908,R,0908R,C0908R10,C0908R101,4,4.42365805092172,25.7502428155406,37.7912030590986,200,4,4,,4,200,100.0,C0908R10,35.23,-103.59
S10TX461001,9,908,R,0908R,C0908R11,C0908R111,4,2.52024176332032,17.7600772183695,42.8101595383752,100,4,4,,4,100,100.0,C0908R11,31.25,-102.01
S11TX1271036,9,908,R,0908R,C0908R12,C0908R121,5,7.30279799414035,30.791637172463602,62.91621155922729,138,3,5,138.0,4,110,100.0,C0908R12,28.36,-99.97
S11NM019001,9,908,R,0908R,C0908R13,C0908R131,4,6.44826748769385,19.8175461953726,50.26565692385321,200,3,4,,4,101,100.0,C0908R13,34.83,-104.92
S11TX003001,9,908,R,0908R,C0908R19,C0908R191,2,6.787471087089171,9.50245952192484,9.50245952192484,50,1,2,7.0,2,7,100.0,C0908R19,32.2,-102.38
S11TX003006,9,908,R,0908R,C0908R20,C0908R201,2,4.169443364879189,5.83722071083087,5.83722071083087,50,1,2,7.0,2,7,100.0,C0908R20,32.27,-102.24
S11NM025031,9,908,R,0908R,C0908R22,C0908R221,4,4.89475143107029,24.002202241799804,30.382784671169702,39,3,4,39.0,4,39,100.0,C0908R22,33.01,-103.71
S11NM041016,9,908,X,0908X,C0908X01,C0908X011,4,6.389717876772241,42.7452896394619,51.3092989389798,50,3,4,40.0,4,40,100.0,C0908X01,33.89,-103.21
S11TX317011,9,908,X,0908X,C0908X02,C0908X021,3,3.9907793157744105,6.54066578242244,6.54066578242244,50,2,3,15.0,3,15,100.0,C0908X02,32.25,-101.86
S11NM011001,9,908,X,0908X,C0908X05,C0908X051,5,7.261821826676361,19.068849956996697,30.126620433147398,200,4,5,,5,106,100.0,C0908X05,34.62,-104.22
S10TX329001,9,908,X,0908X,C0908X06,C0908X061,3,2.18942856695704,8.65573538015465,8.65573538015465,28,2,3,,3,28,100.0,C0908X06,31.86,-102.05
S11NM025021,9,908,X,0908X,C0908X07,C0908X071,4,7.591728046830161,38.94453371173179,38.94453371173179,50,3,4,29.0,4,29,100.0,C0908X07,33.06,-103.14
S11LA1130013,9,909,W,0909W,C0909W03,C0909W031,3,104.388528788592,677.402528051795,1110.70589800366,100,3,3,,3,100,100.0,C0909W03,29.84,-92.03
S11LA1130018,9,909,W,0909W,C0909W04,C0909W041,4,67.9978470369489,775.826828227165,1221.4883070082499,100,4,4,,4,100,100.0,C0909W04,29.84,-92.03
S11LA1010001,9,909,W,0909W,C0909W06,C0909W061,6,56.8696028036134,181.940328669629,556.512957164825,203,5,6,,6,196,100.0,C0909W06,29.64,-91.55
S10LA0010017,9,910,C,0910C,C0910C01,C0910C011,7,7.40949764021145,38.3581876138391,80.58850844284329,203,6,7,,7,145,100.0,C0910C01,30.2,-92.57
S10LA0010007,9,910,C,0910C,C0910C02,C0910C021,6,6.39956852223429,32.1355434557435,62.300762609436596,203,5,6,,6,113,100.0,C0910C02,30.26,-92.31
S11LA0530006,9,910,C,0910C,C0910C04,C0910C041,5,5.3351547856118895,22.9851081132687,55.83752515753571,165,4,5,,5,110,100.0,C0910C04,30.36,-92.93
S11LA0010001,9,910,C,0910C,C0910C05,C0910C051,8,5.6830795909184095,30.3714276906896,72.6750576761557,145,7,8,,8,145,100.0,C0910C05,30.13,-92.5
S10LA0390011,9,910,C,0910C,C0910C06,C0910C061,6,10.5826507601356,24.4257813945465,40.1358822241302,170,4,6,,6,104,100.0,C0910C06,30.59,-92.34
S11LA0530001,9,910,F,0910F,C0910F01,C0910F011,7,24.783191747723897,50.0630999599675,86.5181436012077,206,4,7,,7,102,100.0,C0910F01,30.05,-92.74
S10OK0238061,9,910,F,0910F,C0910F02,C0910F021,8,19.0772400100688,33.041167463135,48.9063852532825,203,7,8,,8,184,100.0,C0910F02,33.96,-95.61
S10LA0190059,9,910,F,0910F,C0910F04,C0910F041,5,17.3709812989006,64.25679631268021,113.659511815964,185,3,5,,5,125,100.0,C0910F04,30.23,-93.55
C0910F06-1,9,910,F,0910F,C0910F06,C0910F061,8,20.8133281895867,70.8634115815649,107.160160241802,203,6,8,,8,135,100.0,C0910F06,30.16,-93.99
S11LA0030011,9,910,F,0910F,C0910F09,C0910F091,7,15.906899394696401,33.7966308934815,43.877831624122706,200,6,7,,7,130,100.0,C0910F09,30.51,-93.06
S11LA0030021,9,910,P,0910P,C0910P01,C0910P011,7,14.105161205004402,39.4274694642358,90.9105830075608,220,5,7,,7,153,100.0,C0910P01,30.58,-92.63
S10TX2898026,9,910,P,0910P,C0910P02,C0910P021,7,15.231024419538699,61.0612768262086,90.0899827426787,219,5,7,,7,140,100.0,C0910P02,31.37,-95.67
S10LA0970023,9,910,P,0910P,C0910P03,C0910P031,7,18.9417666216995,40.6456856263975,73.8474097428963,218,5,7,,7,135,100.0,C0910P03,30.49,-92.48
S11TX2898006,9,910,P,0910P,C0910P04,C0910P041,8,33.3575706521375,89.20889644782949,123.49431222424299,203,6,8,,8,123,100.0,C0910P04,31.23,-95.74
C0910P05-1,9,910,P,0910P,C0910P05,C0910P051,6,31.089012334091002,70.9656760492899,136.885503003367,203,4,6,,6,111,100.0,C0910P05,30.55,-94.91
S10TX2898021,9,910,R,0910R,C0910R01,C0910R011,8,39.619838686378294,76.5614718054702,131.017438979623,203,6,8,,8,120,100.0,C0910R01,31.17,-96.29
S10TX0418011,9,910,R,0910R,C0910R02,C0910R021,6,25.088797414948502,67.8031674401518,167.131734666462,203,5,6,,6,142,100.0,C0910R02,30.76,-96.18
C0910R04-1,9,910,R,0910R,C0910R04,C0910R041,5,22.2801671442915,52.23952982629479,104.308863509461,203,4,5,,5,137,100.0,C0910R04,28.68,-96.44
C0910R06-1,9,910,R,0910R,C0910R06,C0910R061,7,18.2032816451297,65.9943226965699,152.892672597433,203,5,7,,7,102,100.0,C0910R06,29.46,-95.31
C0910W03-1,9,910,W,0910W,C0910W03,C0910W031,4,20.3338825296948,82.4206847705386,160.668797314725,203,3,4,,4,122,100.0,C0910W03,28.8,-96.57
S11TX3138131,9,910,W,0910W,C0910W05,C0910W051,5,14.7579528041443,47.73691210151879,111.694778923522,207,5,5,,5,207,100.0,C0910W05,30.89,-96.19
S10LA0970013,9,910,W,0910W,C0910W06,C0910W061,8,11.223654423499,38.265131840002,71.5651759606497,218,5,8,,8,100,100.0,C0910W06,30.51,-92.33
S11LA1130006,9,910,W,0910W,C0910W07,C0910W071,7,38.1861912358041,190.304193743872,327.69852679224704,203,6,7,,7,160,100.0,C0910W07,29.56,-92.33
C0910W09-1,9,910,W,0910W,C0910W09,C0910W091,5,9.16970874000548,22.4750620206214,69.2900267187551,203,3,5,,5,102,100.0,C0910W09,28.71,-95.92
S11TX219006,9,911,C,0911C,C0911C01,C0911C011,6,3.12491299754548,14.629442664814698,42.63099311668879,203,5,6,,6,115,100.0,C0911C01,33.71,-102.5
S11TX501001,9,911,C,0911C,C0911C02,C0911C021,4,0.943772848960253,8.00140505556705,27.5158460238165,203,3,4,,4,120,100.0,C0911C02,33.29,-102.7
S11TX017011,9,911,C,0911C,C0911C04,C0911C041,5,6.28378581886432,26.022662043039396,61.1779517688023,203,4,5,,5,135,100.0,C0911C04,34.23,-102.99
C0911C07-1,9,911,C,0911C,C0911C07,C0911C071,6,5.76445523032815,17.9645561094956,38.9128670237605,217,5,6,,6,155,100.0,C0911C07,37.1,-101.14
S11TX279006,9,911,C,0911C,C0911C08,C0911C081,6,4.95039971925323,31.0576016841173,87.9778883520028,203,4,6,,6,105,100.0,C0911C08,33.93,-102.12
S11TX219001,9,911,C,0911C,C0911C09,C0911C091,6,1.51794528275744,11.2904382614852,32.7179827658718,203,5,6,,6,150,100.0,C0911C09,33.52,-102.17
C0911C10-1,9,911,C,0911C,C0911C10,C0911C101,5,2.99642417805632,10.5235689348938,26.5072069438942,201,4,5,,5,112,100.0,C0911C10,36.86,-100.83
S11OK0850001,9,911,F,0911F,C0911F02,C0911F021,4,13.9376883328573,31.3430660547402,63.3915572334566,152,4,4,,4,152,100.0,C0911F02,33.95,-97.27
S10OK0855021,9,911,F,0911F,C0911F05,C0911F051,5,4.68157000851242,12.568139530659598,21.233377407687897,203,4,5,142.0,4,142,100.0,C0911F05,34.04,-96.97
S2011OK051006,9,911,F,0911F,C0911F86,C0911F861,5,80.6370228559308,93.96604452039041,119.295341366768,100,5,5,,5,100,100.0,C0911F86,34.82,-97.94
C0911F89-1,9,911,F,0911F,C0911F89,C0911F891,6,81.2277821230073,106.70647335343399,127.96798980507401,120,4,6,120.0,5,102,100.0,C0911F89,35.31,-96.65
C0911F97-1,9,911,F,0911F,C0911F97,C0911F971,9,110.235032444043,123.52487568697399,149.132452520763,141,6,9,141.0,8,101,100.0,C0911F97,35.76,-96.6
S11OK0490011,9,911,P,0911P,C0911P01,C0911P011,6,13.147856724806301,41.7439788705858,86.778669139272,134,5,6,,6,107,100.0,C0911P01,34.61,-97.21
C0911P04-1,9,911,P,0911P,C0911P04,C0911P041,5,13.0761141785719,49.5196433481795,312.87990364384603,200,4,5,,5,106,100.0,C0911P04,35.53,-97.15
S11TX1458001,9,911,P,0911P,C0911P06,C0911P061,7,11.324780685334801,25.757949194766503,35.2497171645718,227,5,7,,7,131,100.0,C0911P06,31.15,-96.88
S11TX093001,9,911,P,0911P,C0911P08,C0911P081,7,14.566680260718,21.9196197692242,26.8534155354802,203,4,7,,7,105,100.0,C0911P08,31.92,-98.5
S11TX3958141,9,911,P,0911P,C0911P10,C0911P101,7,7.73653185289752,20.9354621863567,45.0234713670456,203,5,7,,7,104,100.0,C0911P10,31.06,-96.73
C0911R03-1,9,911,R,0911R,C0911R03,C0911R031,4,27.130997280163,56.0205966622351,134.81113721354902,100,4,4,,4,100,100.0,C0911R03,36.85,-101.96
S10TX2471016,9,911,R,0911R,C0911R04,C0911R041,4,3.1668485469450296,11.9074780536749,29.0989372975204,78,3,4,78.0,4,78,100.0,C0911R04,27.29,-98.53
S10OK0955006,9,911,R,0911R,C0911R05,C0911R051,7,8.85621572785912,30.3957720520083,57.6547358004824,200,5,7,,7,111,100.0,C0911R05,34.16,-96.9
S11TX079006,9,911,R,0911R,C0911R06,C0911R061,6,9.19526754865508,35.2097712209557,69.24348335542949,203,5,6,,6,137,100.0,C0911R06,33.56,-102.79
S10TX4271001,9,911,R,0911R,C0911R07,C0911R071,5,5.530072696780669,24.9441139214355,52.1362148459518,203,4,5,,5,164,100.0,C0911R07,26.71,-98.6
C0911R09-1,9,911,R,0911R,C0911R09,C0911R091,4,7.864655737527441,52.867268779614704,120.049727213115,100,4,4,,4,100,100.0,C0911R09,36.15,-101.43
C0911R10-1,9,911,R,0911R,C0911R10,C0911R101,4,4.02389877650927,54.8192500746211,64.1554698603265,105,4,4,,4,105,100.0,C0911R10,36.37,-100.12
S11NM025001,9,911,R,0911R,C0911R11,C0911R111,5,3.66112495979042,15.271808159937198,37.8071121796126,203,4,5,,5,100,100.0,C0911R11,33.41,-102.11
S10TX0590001,9,911,R,0911R,C0911R12,C0911R121,5,12.497046037823901,43.2185493638502,71.56418996063249,102,5,5,64.0,4,102,100.0,C0911R12,32.24,-99.18
S11TX2474001,9,911,R,0911R,C0911R14,C0911R141,4,4.73588189167698,12.680651351470999,33.3406172883811,101,3,4,98.0,4,98,100.0,C0911R14,26.98,-98.55
S10TX4271006,9,911,R,0911R,C0911R17,C0911R171,5,5.96311298658162,31.559254637433,54.69627134789621,67,4,5,67.0,4,67,100.0,C0911R17,26.73,-98.62
S11NM037011,9,911,R,0911R,C0911R18,C0911R181,5,3.13284176837794,34.557286311722805,43.657161043410596,200,4,5,,5,101,100.0,C0911R18,35.09,-104.06
C0911R20-1,9,911,R,0911R,C0911R20,C0911R201,4,7.463664071976821,27.4905227670067,45.3071441318845,100,4,4,,4,100,100.0,C0911R20,36.83,-102.6
S11TX1271046,9,911,R,0911R,C0911R22,C0911R221,5,3.0331632435253297,13.6847559066825,38.925835952922,203,4,5,,5,120,100.0,C0911R22,28.32,-100.03
S11TX1311051,9,911,R,0911R,C0911R24,C0911R241,4,5.75573901714854,19.461004054342503,21.049269010358,50,3,4,34.0,4,34,100.0,C0911R24,27.55,-98.35
S11NM041026,9,911,R,0911R,C0911R25,C0911R251,5,4.1238489139390095,30.7946454298528,47.067371742685395,150,4,5,92.0,5,92,100.0,C0911R25,33.79,-103.3
S11TX451006,9,911,R,0911R,C0911R80,C0911R801,4,8.04962918213838,28.7130339260594,59.0912390618435,100,4,4,,4,100,100.0,C0911R80,31.67,-100.74
C0911R95-1,9,911,R,0911R,C0911R95,C0911R951,6,6.75652699522345,29.496089550243695,55.6303309366857,220,5,6,,6,170,100.0,C0911R95,36.22,-99.62
C0911X01-1,9,911,X,0911X,C0911X01,C0911X011,4,5.196761444560219,24.0502006726365,43.2073116031098,107,4,4,,4,107,100.0,C0911X01,37.22,-100.2
S2010OK055011,9,911,X,0911X,C0911X03,C0911X031,5,3.2886920404209303,8.931883935318579,24.992067408526502,203,4,5,,5,123,100.0,C0911X03,34.82,-99.71
S11TX303001,9,911,X,0911X,C0911X04,C0911X041,7,5.434234658714911,21.7393868941161,48.274906523676606,203,5,7,,7,100,100.0,C0911X04,33.66,-102.04
